game_file,opponent,frame,period,game_clock,shot_clock,shooter_id,shooter_name,shooter_team,shooter_dist_to_rim_in,rim_x,rim_y,release_ball_x,release_ball_y,release_ball_z,min_ball_rim_3d_in,nearest_defender_id,nearest_defender_name,contest_distance_ft,closeout_speed_ft_s,closeout_delta_ft_500ms,contest_angle_deg,hand_up_in,shot_contest_quality
nba_game_0022500332_processed.parquet,Mavericks,127660,2,10:17,20,202691,Klay Thompson,Mavericks,303.8,-516.0,0.0,-359.792,257.124,91.362,15.1,1630696,Dru Smith,6.732,12.1,6.05,132.86,22.82,56.44
nba_game_0022500332_processed.parquet,Mavericks,141587,2,7:24,5,1630230,Naji Marshall,Mavericks,270.77,-516.0,0.0,-501.608,265.368,91.604,12.27,1629639,Tyler Herro,5.156,14.051,7.025,152.51,42.02,61.95
nba_game_0022500332_processed.parquet,Mavericks,144225,2,6:40,8,1642948,Ryan Nembhard,Mavericks,316.04,-516.0,0.0,-215.507,18.156,93.206,12.98,1631323,Simone Fontecchio,3.909,10.945,5.472,134.57,42.97,66.32
nba_game_0022500332_processed.parquet,Mavericks,145711,2,6:16,14,1642948,Ryan Nembhard,Mavericks,348.81,-516.0,0.0,-243.473,-189.478,90.493,13.99,1630558,Davion Mitchell,7.681,15.156,7.578,161.2,42.98,53.12
nba_game_0022500332_processed.parquet,Mavericks,162650,2,4:58,3.2,1631108,Max Christie,Mavericks,297.93,-516.0,0.0,-438.026,-281.225,91.389,9.95,203952,Andrew Wiggins,7.191,6.419,3.21,173.59,44.8,48.9
nba_game_0022500332_processed.parquet,Mavericks,167817,2,3:53,16,1642948,Ryan Nembhard,Mavericks,312.17,-516.0,0.0,-239.434,109.257,92.06,11.44,1641796,Pelle Larsson,7.106,5.849,2.924,171.2,41.62,47.06
nba_game_0022500332_processed.parquet,Mavericks,222246,3,11:02,12,1631108,Max Christie,Mavericks,331.09,516.0,0.0,191.385,11.938,91.217,10.51,1630558,Davion Mitchell,6.427,15.414,7.707,146.52,41.56,57.51
nba_game_0022500332_processed.parquet,Mavericks,224484,3,10:25,14,1642948,Ryan Nembhard,Mavericks,302.74,516.0,0.0,348.795,255.02,93.339,14.59,1628389,Bam Adebayo,2.548,5.47,2.735,118.12,41.01,61.59
nba_game_0022500332_processed.parquet,Mavericks,229595,3,9:18,7,203076,Anthony Davis,Mavericks,318.84,516.0,0.0,210.991,91.59,91.772,12.19,1628389,Bam Adebayo,9.441,6.389,3.195,174.14,44.6,40.92
nba_game_0022500332_processed.parquet,Mavericks,234434,3,7:57,19,1630230,Naji Marshall,Mavericks,274.72,516.0,0.0,501.621,-270.119,90.619,10.81,203952,Andrew Wiggins,5.892,8.416,4.208,147.52,34.34,59.38
nba_game_0022500332_processed.parquet,Mavericks,251637,3,6:33,4.1,202691,Klay Thompson,Mavericks,285.36,516.0,0.0,449.497,-274.928,91.331,13.4,1629639,Tyler Herro,5.95,8.46,4.23,143.16,30.58,59.18
nba_game_0022500332_processed.parquet,Mavericks,280956,3,2:46,8,1630314,Brandon Williams,Mavericks,319.23,516.0,0.0,207.168,-63.757,91.631,9.1,1630696,Dru Smith,8.775,12.976,6.488,173.74,37.8,49.29
nba_game_0022500332_processed.parquet,Mavericks,292753,3,1:02,3.0,1626156,D'Angelo Russell,Mavericks,350.65,516.0,0.0,169.683,-8.019,92.34,11.58,1631170,Jaime Jaquez Jr.,4.351,4.667,2.333,159.1,45.3,52.27
nba_game_0022500332_processed.parquet,Mavericks,294798,3,30.8,14,1626156,D'Angelo Russell,Mavericks,321.58,516.0,0.0,229.723,138.662,91.095,11.03,1631323,Simone Fontecchio,8.303,15.751,7.875,153.84,13.48,47.18
nba_game_0022500332_processed.parquet,Mavericks,297012,3,2.4,,202691,Klay Thompson,Mavericks,288.44,516.0,0.0,465.325,281.354,91.245,10.33,1631323,Simone Fontecchio,5.498,12.361,6.181,172.5,45.48,60.76
nba_game_0022500332_processed.parquet,Mavericks,308498,4,11:32,9,202691,Klay Thompson,Mavericks,275.1,516.0,0.0,533.837,-270.458,90.632,13.67,1629639,Tyler Herro,5.618,8.107,4.053,159.07,41.51,60.34
nba_game_0022500332_processed.parquet,Mavericks,313263,4,10:39,14,202691,Klay Thompson,Mavericks,291.65,516.0,0.0,452.458,-284.866,90.347,11.23,1629639,Tyler Herro,4.002,5.517,2.759,151.23,36.4,56.68
nba_game_0022500332_processed.parquet,Mavericks,315888,4,9:55,13,1626156,D'Angelo Russell,Mavericks,332.77,516.0,0.0,188.543,-1.247,91.142,7.38,1631170,Jaime Jaquez Jr.,6.221,9.021,4.511,156.12,47.11,58.23
nba_game_0022500332_processed.parquet,Mavericks,353594,4,6:18,7,1630230,Naji Marshall,Mavericks,278.56,516.0,0.0,504.442,-274.404,90.49,12.15,1631170,Jaime Jaquez Jr.,5.965,13.091,6.546,142.95,39.17,59.12
nba_game_0022500332_processed.parquet,Mavericks,406411,4,25.1,2.5,1642948,Ryan Nembhard,Mavericks,265.74,516.0,0.0,257.596,46.436,91.1,10.04,203952,Andrew Wiggins,6.103,4.16,2.08,157.75,42.8,44.24
nba_game_0022500513_processed.parquet,Timberwolves,954,1,11:49,15,1630162,Anthony Edwards,Timberwolves,349.53,516.0,0.0,271.929,250.371,91.401,11.13,1630558,Davion Mitchell,4.989,17.217,8.609,106.48,39.04,62.54
nba_game_0022500513_processed.parquet,Timberwolves,4368,1,11:08,13,1628978,Donte DiVincenzo,Timberwolves,280.3,516.0,0.0,519.447,268.278,91.2,11.91,203952,Andrew Wiggins,8.454,8.927,4.463,139.47,38.61,50.41
nba_game_0022500513_processed.parquet,Timberwolves,5225,1,10:53,21,1628978,Donte DiVincenzo,Timberwolves,373.09,516.0,0.0,213.95,203.993,92.639,12.15,203952,Andrew Wiggins,6.876,0.209,0.105,171.23,17.47,26.28
nba_game_0022500513_processed.parquet,Timberwolves,8294,1,10:22,10,1630162,Anthony Edwards,Timberwolves,315.7,516.0,0.0,206.856,-57.113,90.145,9.71,1630558,Davion Mitchell,4.365,7.338,3.669,106.73,25.9,62.24
nba_game_0022500513_processed.parquet,Timberwolves,14921,1,8:53,15,203944,Julius Randle,Timberwolves,314.58,516.0,0.0,339.839,-254.422,90.762,15.82,1628389,Bam Adebayo,5.267,4.421,2.21,158.87,37.5,48.14
nba_game_0022500513_processed.parquet,Timberwolves,21375,1,7:31,14,1628978,Donte DiVincenzo,Timberwolves,337.69,516.0,0.0,294.929,-235.359,91.155,8.86,203952,Andrew Wiggins,7.746,-0.338,-0.169,172.27,26.94,22.89
nba_game_0022500513_processed.parquet,Timberwolves,50920,1,4:26,16,1630183,Jaden McDaniels,Timberwolves,314.59,516.0,0.0,213.02,79.35,90.168,11.12,1626181,Norman Powell,8.155,1.552,0.776,154.38,5.03,16.47
nba_game_0022500513_processed.parquet,Timberwolves,59410,1,2:46,16,1629675,Naz Reid,Timberwolves,332.27,516.0,0.0,201.677,-76.487,90.114,10.58,1631107,Nikola Jovic,6.15,2.023,1.012,175.44,37.47,36.06
nba_game_0022500513_processed.parquet,Timberwolves,85942,1,3.1,,1629675,Naz Reid,Timberwolves,282.71,516.0,0.0,519.463,276.757,91.935,13.41,1631107,Nikola Jovic,7.947,14.093,7.047,153.15,42.8,52.18
nba_game_0022500513_processed.parquet,Timberwolves,101351,2,11:32,12,1630538,Bones Hyland,Timberwolves,327.65,516.0,0.0,253.138,-163.994,92.301,6.71,1641796,Pelle Larsson,5.947,9.164,4.582,157.98,32.13,59.19
nba_game_0022500513_processed.parquet,Timberwolves,103061,2,11:03,18,1629675,Naz Reid,Timberwolves,280.84,516.0,0.0,512.39,-272.813,91.068,15.66,1629639,Tyler Herro,11.185,13.655,6.827,152.18,28.37,45.0
nba_game_0022500513_processed.parquet,Timberwolves,112774,2,9:39,14,1630538,Bones Hyland,Timberwolves,328.4,516.0,0.0,244.455,-155.192,90.616,9.69,203952,Andrew Wiggins,6.535,13.315,6.657,172.95,39.94,57.13
nba_game_0022500513_processed.parquet,Timberwolves,158777,2,4:36,16,1630162,Anthony Edwards,Timberwolves,319.85,516.0,0.0,203.979,-67.914,91.195,9.5,1641796,Pelle Larsson,3.935,5.196,2.598,72.37,13.88,56.2
nba_game_0022500513_processed.parquet,Timberwolves,167173,2,3:27,7,1630162,Anthony Edwards,Timberwolves,306.38,516.0,0.0,270.812,185.838,91.866,9.02,1641796,Pelle Larsson,3.593,7.178,3.589,142.75,42.7,64.34
nba_game_0022500513_processed.parquet,Timberwolves,192363,2,2:09,21,201144,Mike Conley,Timberwolves,514.15,516.0,0.0,82.101,198.503,92.2,14.73,1630558,Davion Mitchell,5.337,-5.029,-2.514,164.01,32.24,31.32
nba_game_0022500513_processed.parquet,Timberwolves,193615,2,1:48,17,1628978,Donte DiVincenzo,Timberwolves,283.3,516.0,0.0,509.917,-272.614,93.438,7.67,1626181,Norman Powell,6.629,13.105,6.553,179.65,25.9,56.8
nba_game_0022500513_processed.parquet,Timberwolves,201612,2,1:02,11,1628978,Donte DiVincenzo,Timberwolves,332.67,516.0,0.0,209.165,-93.759,91.648,8.84,1629639,Tyler Herro,9.891,11.514,5.757,136.4,35.45,45.38
nba_game_0022500513_processed.parquet,Timberwolves,219606,3,10:53,15,1630162,Anthony Edwards,Timberwolves,311.6,-516.0,0.0,-243.238,149.883,91.871,13.38,1630558,Davion Mitchell,5.342,2.824,1.412,84.24,12.87,38.89
nba_game_0022500513_processed.parquet,Timberwolves,221190,3,10:27,14,1628978,Donte DiVincenzo,Timberwolves,338.78,-516.0,0.0,-291.986,235.374,93.01,9.32,1630558,Davion Mitchell,6.077,10.199,5.1,155.39,38.87,58.73
nba_game_0022500513_processed.parquet,Timberwolves,245321,3,8:27,11,1630162,Anthony Edwards,Timberwolves,309.02,-516.0,0.0,-271.56,185.198,90.192,10.39,1630558,Davion Mitchell,5.526,8.706,4.353,174.03,41.66,60.66
nba_game_0022500513_processed.parquet,Timberwolves,248077,3,7:41,2.2,1630162,Anthony Edwards,Timberwolves,302.4,-516.0,0.0,-419.154,286.79,90.629,15.62,1626181,Norman Powell,4.406,4.907,2.454,150.24,29.32,52.98
nba_game_0022500513_processed.parquet,Timberwolves,281082,3,2:53,23,1628978,Donte DiVincenzo,Timberwolves,304.3,516.0,0.0,284.453,-174.188,91.944,11.09,1628389,Bam Adebayo,18.047,-4.073,-2.036,106.13,1.0,0.83
nba_game_0022500513_processed.parquet,Timberwolves,294657,3,2:43,13,201144,Mike Conley,Timberwolves,312.71,-516.0,0.0,-251.524,137.285,92.698,11.26,1630558,Davion Mitchell,5.996,8.527,4.263,148.87,34.85,59.01
nba_game_0022500513_processed.parquet,Timberwolves,300946,3,1:48,14,1629675,Naz Reid,Timberwolves,339.13,-516.0,0.0,-209.883,127.78,93.23,9.63,1631107,Nikola Jovic,6.939,14.371,7.185,153.33,46.42,55.71
nba_game_0022500513_processed.parquet,Timberwolves,306122,3,1:08,1.6,203944,Julius Randle,Timberwolves,415.49,-516.0,0.0,-186.028,243.539,92.253,10.31,1630558,Davion Mitchell,4.486,8.469,4.234,172.2,43.19,64.3
nba_game_0022500513_processed.parquet,Timberwolves,307435,3,48.9,16,1628978,Donte DiVincenzo,Timberwolves,346.07,-516.0,0.0,-276.339,228.106,93.052,11.29,1641796,Pelle Larsson,6.24,6.903,3.451,178.26,42.27,54.04
nba_game_0022500513_processed.parquet,Timberwolves,308986,3,28.0,17,1628978,Donte DiVincenzo,Timberwolves,364.45,-516.0,0.0,-254.364,-230.138,93.896,8.9,1631107,Nikola Jovic,5.556,5.703,2.852,154.29,47.55,51.94
nba_game_0022500513_processed.parquet,Timberwolves,325586,4,11:39,3.9,1630538,Bones Hyland,Timberwolves,364.69,-516.0,0.0,-170.396,14.579,92.43,17.71,1631107,Nikola Jovic,5.84,1.238,0.619,169.46,30.41,34.2
nba_game_0022500513_processed.parquet,Timberwolves,339536,4,8:44,16,1630538,Bones Hyland,Timberwolves,316.63,-516.0,0.0,-220.581,41.874,92.441,9.93,1642276,Kel'el Ware,14.018,1.434,0.717,150.03,2.47,7.43
nba_game_0022500513_processed.parquet,Timberwolves,354102,4,8:14,12,1630538,Bones Hyland,Timberwolves,330.46,-516.0,0.0,-334.398,-255.818,92.651,11.31,1626181,Norman Powell,6.775,3.651,1.825,132.3,39.38,39.98
nba_game_0022500513_processed.parquet,Timberwolves,357824,4,7:49,16,1630183,Jaden McDaniels,Timberwolves,311.44,-516.0,0.0,-357.541,-264.508,90.622,11.88,1641796,Pelle Larsson,11.279,4.738,2.369,176.76,35.02,32.77
nba_game_0022500513_processed.parquet,Timberwolves,369956,4,5:43,1.5,1630183,Jaden McDaniels,Timberwolves,325.69,-516.0,0.0,-222.415,-141.31,91.289,9.01,1641796,Pelle Larsson,7.637,18.186,9.093,143.78,44.3,53.27
nba_game_0022500513_processed.parquet,Timberwolves,416113,4,40.2,21,1642265,Rob Dillingham,Timberwolves,410.79,-516.0,0.0,-130.744,33.59,91.395,8.36,1642352,Keshad Johnson,4.523,6.539,3.27,123.95,5.99,48.69
nba_game_0022500553_processed.parquet,Thunder,3982,1,10:54,15,1631096,Chet Holmgren,Thunder,298.83,516.0,0.0,339.688,231.774,91.373,16.69,1628389,Bam Adebayo,5.105,7.817,3.909,170.6,47.34,61.45
nba_game_0022500553_processed.parquet,Thunder,9521,1,9:40,16,1628983,Shai Gilgeous-Alexander,Thunder,327.37,516.0,0.0,203.512,-33.014,91.883,10.64,1628389,Bam Adebayo,10.456,12.187,6.093,171.35,15.82,43.18
nba_game_0022500553_processed.parquet,Thunder,32654,1,7:20,15,1628983,Shai Gilgeous-Alexander,Thunder,306.87,516.0,0.0,364.431,257.427,90.482,9.8,1641796,Pelle Larsson,5.92,3.628,1.814,167.55,43.78,42.88
nba_game_0022500553_processed.parquet,Thunder,38106,1,6:36,16,1631096,Chet Holmgren,Thunder,315.84,516.0,0.0,252.99,159.733,90.23,12.21,203952,Andrew Wiggins,4.719,2.231,1.115,167.81,42.92,41.85
nba_game_0022500553_processed.parquet,Thunder,43529,1,5:22,18,1631096,Chet Holmgren,Thunder,281.1,516.0,0.0,491.146,271.72,90.631,15.77,1629639,Tyler Herro,6.314,12.753,6.377,147.01,17.62,57.59
nba_game_0022500553_processed.parquet,Thunder,59357,1,4:08,5,1630198,Isaiah Joe,Thunder,339.9,516.0,0.0,277.081,230.478,93.884,10.28,1630558,Davion Mitchell,6.218,14.346,7.173,174.36,24.07,58.24
nba_game_0022500553_processed.parquet,Thunder,63951,1,3:25,18,1631119,Jaylin Williams,Thunder,314.44,516.0,0.0,201.293,-0.002,90.367,9.28,1642276,Kel'el Ware,9.592,6.174,3.087,171.32,25.2,39.58
nba_game_0022500553_processed.parquet,Thunder,68050,1,3:00,5,1631119,Jaylin Williams,Thunder,313.21,516.0,0.0,278.347,-200.135,92.014,11.57,1630696,Dru Smith,4.945,12.524,6.262,123.38,40.53,62.69
nba_game_0022500553_processed.parquet,Thunder,110731,2,10:44,16,1642349,Ajay Mitchell,Thunder,313.85,516.0,0.0,269.507,176.867,91.846,6.75,1642276,Kel'el Ware,6.062,4.097,2.049,177.35,47.96,44.15
nba_game_0022500553_processed.parquet,Thunder,122791,2,10:17,8,1630598,Aaron Wiggins,Thunder,281.98,516.0,0.0,507.007,272.507,92.45,14.87,203952,Andrew Wiggins,7.9,17.644,8.822,177.05,48.42,52.35
nba_game_0022500553_processed.parquet,Thunder,124703,2,9:47,12,1630598,Aaron Wiggins,Thunder,315.89,516.0,0.0,294.021,209.852,91.635,14.98,1630696,Dru Smith,9.185,2.129,1.064,157.78,13.25,21.88
nba_game_0022500553_processed.parquet,Thunder,128457,2,9:04,14,1631096,Chet Holmgren,Thunder,272.79,516.0,0.0,504.879,262.854,91.791,17.84,1642276,Kel'el Ware,5.743,12.681,6.34,164.51,42.62,59.9
nba_game_0022500553_processed.parquet,Thunder,147420,2,6:40,18,1630598,Aaron Wiggins,Thunder,335.25,516.0,0.0,214.75,-131.844,91.38,9.08,1641796,Pelle Larsson,6.245,13.316,6.658,161.25,46.54,58.14
nba_game_0022500553_processed.parquet,Thunder,171982,2,4:01,7,1629652,Luguentz Dort,Thunder,338.2,516.0,0.0,230.552,-168.25,91.421,9.27,1631107,Nikola Jovic,5.997,10.431,5.215,174.64,43.08,59.01
nba_game_0022500553_processed.parquet,Thunder,192787,2,1:27,6,1641717,Cason Wallace,Thunder,278.05,516.0,0.0,479.393,274.044,91.846,15.61,1631107,Nikola Jovic,6.626,8.418,4.209,141.36,41.99,56.81
nba_game_0022500553_processed.parquet,Thunder,200466,2,32.5,10,1631114,Jalen Williams,Thunder,316.6,516.0,0.0,269.359,180.976,90.078,8.65,1641796,Pelle Larsson,8.965,16.584,8.292,159.99,43.1,48.62
nba_game_0022500553_processed.parquet,Thunder,202593,2,0.6,,1642349,Ajay Mitchell,Thunder,669.03,516.0,0.0,-139.48,-2.995,92.33,16.86,1641796,Pelle Larsson,9.678,1.357,0.679,127.48,3.79,9.38
nba_game_0022500553_processed.parquet,Thunder,246571,3,6:46,9,1628983,Shai Gilgeous-Alexander,Thunder,312.11,-516.0,0.0,-295.809,203.232,90.9,14.92,203952,Andrew Wiggins,7.317,12.935,6.467,176.87,36.53,54.39
nba_game_0022500553_processed.parquet,Thunder,269418,3,4:58,15,1628983,Shai Gilgeous-Alexander,Thunder,326.78,-516.0,0.0,-203.444,-81.582,90.882,7.93,1629639,Tyler Herro,4.064,0.686,0.343,176.09,0.33,23.62
nba_game_0022500553_processed.parquet,Thunder,278017,3,3:53,13,1628983,Shai Gilgeous-Alexander,Thunder,316.66,-516.0,0.0,-244.429,-145.419,90.88,10.2,1631170,Jaime Jaquez Jr.,6.345,4.077,2.039,178.31,33.91,43.08
nba_game_0022500553_processed.parquet,Thunder,285489,3,3:33,17,1630198,Isaiah Joe,Thunder,328.21,-516.0,0.0,-227.677,-145.162,91.696,11.26,1642276,Kel'el Ware,10.192,10.411,5.205,154.67,38.49,45.0
nba_game_0022500553_processed.parquet,Thunder,289632,3,2:42,17,1630198,Isaiah Joe,Thunder,303.58,-516.0,0.0,-372.801,-258.926,90.145,11.86,203952,Andrew Wiggins,14.71,12.363,6.181,179.57,29.83,45.0
nba_game_0022500553_processed.parquet,Thunder,291610,3,2:09,6,1627936,Alex Caruso,Thunder,303.01,-516.0,0.0,-357.713,-252.798,90.65,12.77,1631170,Jaime Jaquez Jr.,7.086,10.058,5.029,152.36,42.6,55.2
nba_game_0022500553_processed.parquet,Thunder,293901,3,1:31,7,1642349,Ajay Mitchell,Thunder,322.27,-516.0,0.0,-256.984,168.659,91.994,9.96,203952,Andrew Wiggins,7.962,9.35,4.675,171.0,38.61,52.13
nba_game_0022500553_processed.parquet,Thunder,298510,3,1:05,6,1628983,Shai Gilgeous-Alexander,Thunder,314.79,-516.0,0.0,-260.338,-167.663,90.514,14.3,203952,Andrew Wiggins,8.009,13.449,6.724,156.43,39.41,51.97
nba_game_0022500553_processed.parquet,Thunder,305922,3,0.5,,1627936,Alex Caruso,Thunder,385.28,-516.0,0.0,-207.791,-229.001,91.954,8.7,1631107,Nikola Jovic,4.464,1.994,0.997,170.1,45.33,41.85
nba_game_0022500553_processed.parquet,Thunder,349586,4,7:55,6,1630598,Aaron Wiggins,Thunder,280.32,-516.0,0.0,-508.609,-271.75,92.144,8.61,1630558,Davion Mitchell,6.89,13.093,6.546,158.41,38.97,55.89
nba_game_0022500553_processed.parquet,Thunder,351865,4,7:17,3.2,1630598,Aaron Wiggins,Thunder,290.55,-516.0,0.0,-460.012,-278.953,91.769,14.12,1630558,Davion Mitchell,4.259,5.252,2.626,172.06,40.06,54.79
nba_game_0022500553_processed.parquet,Thunder,365341,4,6:30,19,1630598,Aaron Wiggins,Thunder,308.5,-516.0,0.0,-356.155,255.122,90.702,13.44,203952,Andrew Wiggins,6.302,2.097,1.049,178.22,24.94,35.81
nba_game_0022500553_processed.parquet,Thunder,376570,4,4:48,14,1630598,Aaron Wiggins,Thunder,316.78,-516.0,0.0,-290.985,211.603,90.21,11.85,1641796,Pelle Larsson,9.001,12.912,6.456,174.79,41.47,48.5
nba_game_0022500553_processed.parquet,Thunder,378224,4,4:20,16,1641717,Cason Wallace,Thunder,328.83,-516.0,0.0,-208.132,-108.726,91.159,10.01,1628389,Bam Adebayo,7.095,8.348,4.174,162.43,48.76,55.17
nba_game_0022500553_processed.parquet,Thunder,412865,4,19.0,2.9,1642382,Branden Carlson,Thunder,277.15,-516.0,0.0,-521.533,-268.96,90.891,13.81,1642276,Kel'el Ware,13.839,4.243,2.121,169.89,12.62,26.43
nba_game_0022500564_processed.parquet,Suns,2238,1,11:38,4.1,1626220,Royce O'Neale,Suns,332.9,-516.0,0.0,-341.329,-276.537,92.188,16.87,1629639,Tyler Herro,4.279,7.487,3.743,151.92,31.27,63.1
nba_game_0022500564_processed.parquet,Suns,6792,1,10:33,5,1631221,Collin Gillespie,Suns,313.82,-516.0,0.0,-376.623,269.069,91.155,15.51,1630558,Davion Mitchell,4.98,14.701,7.351,176.29,41.67,62.57
nba_game_0022500564_processed.parquet,Suns,12085,1,9:33,12,1626164,Devin Booker,Suns,316.41,-516.0,0.0,-286.21,-219.115,90.626,9.72,1628389,Bam Adebayo,5.646,3.347,1.674,173.37,38.85,42.79
nba_game_0022500564_processed.parquet,Suns,26617,1,6:52,14,1631221,Collin Gillespie,Suns,289.4,-516.0,0.0,-448.808,269.529,91.121,14.84,1626181,Norman Powell,15.715,-4.137,-2.068,173.97,5.94,4.95
